StampID;ArtifactID;StampPosition;StampPreservation;StampPreservationComment;StampReliefType;StampContentType;StampShapeType;StampAxisLarge;StampAxisSmall;StampOriginType;StampNameMagist;StampNameFabric;StampLegend;StampLegendComment;StampEmblem;StampDateText;StampDateEarly;StampDateLate;StampGroupFinkelstein;StampGroupGarlan;XImageLink300px;XImageLink1000px;ZImageLink300px;ZImageLink1000px;GImageLink300px;GImageLink1000px;StampComment;StampPublished
347;347;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;23;18;;;;"[---] [ὰσ]τυν[όμου] ..ων...";;нет;вторая половина IV в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0109X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0109X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0109Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0109Z.png;;;Синопа. вторая половина IV в. до н.э.;
348;348;ручка;полная;фото;позитивное;эпиграфное;округлое;31;31;фабрикантское;;;Δαμοκ[ράτευς];;в центре цветок;198-161 гг. до н.э.;-198;-161;III;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0116X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0116X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0116Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0116Z.png;;;"Родос. 198-161 гг. до н.э.  III хр. гр. Finkielsztjn.";
349;349;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;33;19;фабрикантское;;;Καλλι[ου᷉ς];;По четырём углам клейма восьмилучевые звездочки.;198-153гг. до н.э.;-198;-153;III/IV;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0110X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0110X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0110Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0110Z.png;;;"Родос. 198-153гг. до н.э. Хр. гр. III/IV G. Finkielsztjn";
350;350;;;фото. модель;;;;;;;;;;;;;;;;;SF0367;SF0367;;;;;;
351;351;;;фото. модель;;;;;;;;;;;;;;;;;SF0368;SF0368;;;;;;
352;352;;;фото. модель;;;;;;;;;;;;;;;;;SF0369;SF0369;;;;;;
353;353;;;фото. модель;;;;;;;;;;;;;;;;;SF0370;SF0370;;;;;;
354;280;ручка;полная;фото. модель;позитивное;эпиграфное;подпрямоугольное;12;12;гончарное;;;Φ;;Φ;189-150 гг. до н.э.;-189;-150;III/IV;;SF0371;SF0371;;;;;;
355;285;ручка;полная;фото. модель;позитивное;эпиграфное;подпрямоугольное;12;12;гончарное;;; Υ;; Υ;"162-164 гг. до н.э.";-164;-162;III;;SF0372;SF0372;;;;;;
356;354;;;фото. модель;;;;;;;;;;;;;;;;;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0535X.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0535X.png;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0535Z.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0535Z.png;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0535AS_GrSc-01.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0535AS_GrSc-01.png;;
357;355;;;фото. модель;;;;;;;;;;;;;;;;;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0536X.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0536X.png;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0536Z.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0536Z.png;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0536AS_GrSc-01.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0536AS_GrSc-01.png;;
358;356;;;фото. модель;;;;;;;;;;;;;;;;;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0537X.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0537X.png;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0537Z.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0537Z.png;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0537AS_GrSc-01.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0537AS_GrSc-01.png;;
359;357;;;фото. модель;;;;;;;;;;;;;;;;;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0538X.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0538X.png;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0538Z.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0538Z.png;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0538AS_GrSc-01.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0538AS_GrSc-01.png;;
360;358;;;фото. модель;;;;;;;;;;;;;;;;;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0539X.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0539X.png;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0539Z.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0539Z.png;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0539AS_GrSc-01.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0539AS_GrSc-01.png;;
361;359;;;фото. модель;;;;;;;;;;;;;;;;;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0540X.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0540X.png;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0540Z.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0540Z.png;https://rssdabase.su/RSSDA/imagery/ar/300px/AR0540AS_GrSc-01.png;https://rssdabase.su/RSSDA/imagery/ar/1000px/AR0540AS_GrSc-01.png;;
